	BLASTX_swissprot
TRINITY_DN4349_c0_g1	"LRKS5_ARATH^LRKS5_ARATH^Q:2077-323,H:22-606^39.251%ID^E:2.53e-121^RecName: Full=Probable L-type lectin-domain containing receptor kinase S.5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5598_c1_g2	.
TRINITY_DN9201_c2_g1	"TPM1_SOLLC^TPM1_SOLLC^Q:95-745,H:11-230^72.273%ID^E:1.23e-111^RecName: Full=Osmotin-like protein TPM-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon"
TRINITY_DN8004_c2_g1	"RER3_ARATH^RER3_ARATH^Q:1024-341,H:99-325^72.368%ID^E:6.18e-92^RecName: Full=Protein RETICULATA-RELATED 3, chloroplastic {ECO:0000303|PubMed:23596191};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8112_c2_g2	.
TRINITY_DN7435_c1_g1	"RS43_ARATH^RS43_ARATH^Q:3-740,H:10-255^91.463%ID^E:1.17e-153^RecName: Full=40S ribosomal protein S4-3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN3873_c0_g1	.
TRINITY_DN9519_c6_g1	.
TRINITY_DN6335_c1_g4	"DTX29_ARATH^DTX29_ARATH^Q:1690-296,H:28-492^60.215%ID^E:0^RecName: Full=Protein DETOXIFICATION 29 {ECO:0000303|PubMed:11739388};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8744_c3_g2	"C3H2_ARATH^C3H2_ARATH^Q:660-199,H:109-299^51.282%ID^E:2.49e-50^RecName: Full=Zinc finger CCCH domain-containing protein 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5837_c1_g1	"LAC14_ARATH^LAC14_ARATH^Q:4-1068,H:219-569^53.889%ID^E:3.28e-119^RecName: Full=Laccase-14;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5762_c0_g6	"LHT1_ARATH^LHT1_ARATH^Q:725-3,H:10-250^83.817%ID^E:4.8e-149^RecName: Full=Lysine histidine transporter 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9252_c7_g1	.
TRINITY_DN9519_c1_g1	"HEVE_HEVBR^HEVE_HEVBR^Q:590-33,H:4-189^73.118%ID^E:5.74e-94^RecName: Full=Pro-hevein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Euphorbiaceae; Crotonoideae; Micrandreae; Hevea"
TRINITY_DN7837_c6_g2	"MARD1_ARATH^MARD1_ARATH^Q:505-356,H:202-259^39.655%ID^E:5.23e-07^RecName: Full=Protein MARD1 {ECO:0000303|PubMed:15159630};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8104_c3_g2	.
TRINITY_DN13705_c0_g1	"GLUP_BRUAB^GLUP_BRUAB^Q:215-1363,H:23-391^33.333%ID^E:2.61e-53^RecName: Full=Glucose/galactose transporter;^Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella"
TRINITY_DN2294_c0_g1	.
TRINITY_DN3822_c0_g1	"MY111_ARATH^MY111_ARATH^Q:26-517,H:1-175^61.714%ID^E:1.15e-69^RecName: Full=Transcription factor MYB111 {ECO:0000303|PubMed:11597504};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8651_c2_g1	"OFP14_ARATH^OFP14_ARATH^Q:69-773,H:1-234^33.716%ID^E:1.57e-14^RecName: Full=Transcription repressor OFP14;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN3708_c0_g1	.
TRINITY_DN7379_c1_g5	"CRK10_ARATH^CRK10_ARATH^Q:2-670,H:444-669^59.471%ID^E:1.2e-94^RecName: Full=Cysteine-rich receptor-like protein kinase 10;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7459_c0_g1	.
TRINITY_DN9641_c9_g1	.
TRINITY_DN10877_c0_g1	.
TRINITY_DN6334_c1_g1	.
TRINITY_DN6331_c1_g4	"VINSY_RAUSE^VINSY_RAUSE^Q:389-6,H:58-190^41.353%ID^E:1.26e-25^RecName: Full=Vinorine synthase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Apocynaceae; Rauvolfioideae; Vinceae; Rauvolfiinae; Rauvolfia"
TRINITY_DN9471_c6_g2	"DNJ11_ARATH^DNJ11_ARATH^Q:164-12,H:68-119^61.538%ID^E:2.45e-13^RecName: Full=Chaperone protein dnaJ 11, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6426_c2_g2	.
TRINITY_DN15077_c0_g1	.
TRINITY_DN3869_c0_g1	"GRG1_NEUCR^GRG1_NEUCR^Q:377-174,H:2-67^48.529%ID^E:4.5e-10^RecName: Full=Glucose-repressible gene protein;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora"
TRINITY_DN5729_c5_g2	.
TRINITY_DN9613_c7_g1	"GSTF_HYOMU^GSTF_HYOMU^Q:376-2,H:45-169^71.2%ID^E:8.46e-63^RecName: Full=Glutathione S-transferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Hyoscyameae; Hyoscyamus"
TRINITY_DN7003_c1_g1	.
TRINITY_DN8521_c3_g1	"RLP8X_ARATH^RLP8X_ARATH^Q:521-159,H:110-229^41.129%ID^E:8.23e-21^RecName: Full=Putative receptor-like protein 8 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6534_c2_g3	"U73C4_ARATH^U73C4_ARATH^Q:2-943,H:177-491^56.962%ID^E:2.69e-127^RecName: Full=UDP-glycosyltransferase 73C4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN10932_c0_g1	.
TRINITY_DN6949_c4_g5	.
TRINITY_DN6375_c0_g3	.
TRINITY_DN9617_c8_g1	.
TRINITY_DN9641_c9_g2	.
TRINITY_DN7746_c2_g1	.
TRINITY_DN8080_c1_g6	.
TRINITY_DN9127_c5_g4	"LRK91_ARATH^LRK91_ARATH^Q:1-618,H:417-625^63.636%ID^E:1.32e-84^RecName: Full=L-type lectin-domain containing receptor kinase IX.1 {ECO:0000303|PubMed:19773388};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7403_c2_g1	"R13A2_ARATH^R13A2_ARATH^Q:1-165,H:118-172^76.364%ID^E:1.93e-19^RecName: Full=60S ribosomal protein L13a-2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7934_c0_g1	"MSH5_ARATH^MSH5_ARATH^Q:26-1687,H:253-807^75.135%ID^E:0^RecName: Full=DNA mismatch repair protein MSH5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7543_c0_g1	.
TRINITY_DN6323_c0_g2	.
TRINITY_DN6654_c0_g1	.
TRINITY_DN5417_c0_g4	"AB6G_ARATH^AB6G_ARATH^Q:284-2302,H:50-721^73.824%ID^E:0^RecName: Full=ABC transporter G family member 6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9028_c3_g1	"UCC1_ARATH^UCC1_ARATH^Q:582-385,H:56-121^46.97%ID^E:2.34e-13^RecName: Full=Uclacyanin 1 {ECO:0000303|PubMed:9761472};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5419_c0_g1	"DAR2_ARATH^DAR2_ARATH^Q:1080-196,H:231-528^82.215%ID^E:2.54e-167^RecName: Full=Protein DA1-related 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN9108_c7_g1	"CHIB_VITVI^CHIB_VITVI^Q:45-1010,H:1-305^72.05%ID^E:3.23e-133^RecName: Full=Basic endochitinase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Vitis"
TRINITY_DN7805_c3_g1	"SBT17_ARATH^SBT17_ARATH^Q:2398-188,H:29-757^66.441%ID^E:0^RecName: Full=Subtilisin-like protease SBT1.7 {ECO:0000303|PubMed:16193095};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7396_c2_g4	"LOX15_SOLTU^LOX15_SOLTU^Q:2514-1,H:24-860^78.64%ID^E:0^RecName: Full=Probable linoleate 9S-lipoxygenase 5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum"
TRINITY_DN6036_c0_g1	"AGO2_ARATH^AGO2_ARATH^Q:3060-490,H:161-1014^50.462%ID^E:0^RecName: Full=Protein argonaute 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7273_c0_g2	"UGT2_GARJA^UGT2_GARJA^Q:1427-48,H:20-481^60.907%ID^E:0^RecName: Full=7-deoxyloganetin glucosyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Rubiaceae; Ixoroideae; Gardenieae complex; Gardenieae - Pavetteae clade; Gardenieae; Gardenia"
TRINITY_DN6542_c2_g1	"GRF5_ORYSJ^GRF5_ORYSJ^Q:1387-374,H:4-344^43.935%ID^E:3.91e-78^RecName: Full=Growth-regulating factor 5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN8082_c2_g1	"ETOL1_ARATH^ETOL1_ARATH^Q:485-393,H:1-31^74.194%ID^E:1.64e-07^RecName: Full=ETO1-like protein 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7911_c0_g1	"YL154_YEAST^YL154_YEAST^Q:177-52,H:8-49^59.524%ID^E:1.66e-06^RecName: Full=Uncharacterized protein YLR154C-G;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"
TRINITY_DN9554_c0_g1	"E134_ARATH^E134_ARATH^Q:466-206,H:360-446^52.874%ID^E:2.22e-25^RecName: Full=Glucan endo-1,3-beta-glucosidase 4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6931_c0_g4	"XTH2_SOYBN^XTH2_SOYBN^Q:862-56,H:13-282^66.052%ID^E:1.56e-135^RecName: Full=Xyloglucan endotransglucosylase/hydrolase 2 {ECO:0000250|UniProtKB:Q38857};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja"
TRINITY_DN9131_c5_g3	"ODO1_PETHY^ODO1_PETHY^Q:354-91,H:1-88^87.5%ID^E:1.25e-51^RecName: Full=Protein ODORANT1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Petunioideae; Petunia"
TRINITY_DN2727_c0_g1	"AOP1L_ARATH^AOP1L_ARATH^Q:2-811,H:31-304^48.561%ID^E:4.05e-81^RecName: Full=Probable 2-oxoglutarate-dependent dioxygenase AOP1.2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN6765_c1_g1	.
TRINITY_DN9202_c2_g1	.
TRINITY_DN9786_c3_g1	"EXLB1_ORYSJ^EXLB1_ORYSJ^Q:813-73,H:9-253^63.855%ID^E:1.36e-112^RecName: Full=Expansin-like B1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa"
TRINITY_DN6511_c0_g4	.
TRINITY_DN7972_c2_g1	"EPHA_MYCTU^EPHA_MYCTU^Q:116-1078,H:1-317^35.347%ID^E:1.58e-54^RecName: Full=Epoxide hydrolase A {ECO:0000303|PubMed:16511284};^Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex"
TRINITY_DN8659_c2_g1	"WEX_ARATH^WEX_ARATH^Q:393-1,H:130-260^36.09%ID^E:6.26e-18^RecName: Full=Werner Syndrome-like exonuclease;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7969_c7_g2	.
TRINITY_DN9309_c5_g1	"PDI_DATGL^PDI_DATGL^Q:212-1600,H:25-489^72.688%ID^E:0^RecName: Full=Protein disulfide-isomerase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Datiscaceae; Datisca"
TRINITY_DN14358_c0_g1	"SMAX1_ARATH^SMAX1_ARATH^Q:114-380,H:10-133^42.742%ID^E:1.97e-12^RecName: Full=Protein SUPPRESSOR OF MAX2 1 {ECO:0000303|PubMed:23893171};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7171_c1_g1	.
TRINITY_DN8353_c0_g4	.
TRINITY_DN8908_c4_g1	.
TRINITY_DN5958_c2_g1	"CRK10_ARATH^CRK10_ARATH^Q:143-604,H:512-669^46.203%ID^E:3.24e-44^RecName: Full=Cysteine-rich receptor-like protein kinase 10;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8034_c3_g5	.
TRINITY_DN8385_c1_g1	.
TRINITY_DN15013_c0_g1	.
TRINITY_DN819_c0_g1	.
TRINITY_DN9137_c4_g2	.
TRINITY_DN6753_c1_g2	"NILP3_ARATH^NILP3_ARATH^Q:10-756,H:120-368^83.133%ID^E:8.18e-158^RecName: Full=Omega-amidase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN10711_c0_g1	.
TRINITY_DN3830_c0_g1	.
TRINITY_DN6409_c0_g1	.
TRINITY_DN12434_c0_g1	"CLPB1_ARATH^CLPB1_ARATH^Q:697-2,H:5-221^50.215%ID^E:1.19e-62^RecName: Full=Chaperone protein ClpB1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7557_c1_g1	.
TRINITY_DN12495_c0_g1	.
TRINITY_DN13591_c0_g1	.
TRINITY_DN8509_c4_g3	.
TRINITY_DN5879_c1_g2	.
TRINITY_DN6702_c6_g1	.
TRINITY_DN14409_c0_g1	.
TRINITY_DN8900_c5_g1	.
TRINITY_DN7435_c3_g3	"UGT1_GARJA^UGT1_GARJA^Q:462-1175,H:129-394^46.442%ID^E:9.19e-76^RecName: Full=Crocetin glucosyltransferase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Rubiaceae; Ixoroideae; Gardenieae complex; Gardenieae - Pavetteae clade; Gardenieae; Gardenia`UGT1_GARJA^UGT1_GARJA^Q:82-453,H:2-125^39.2%ID^E:9.19e-76^RecName: Full=Crocetin glucosyltransferase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Rubiaceae; Ixoroideae; Gardenieae complex; Gardenieae - Pavetteae clade; Gardenieae; Gardenia"
TRINITY_DN6051_c0_g2	"BAME2_ARATH^BAME2_ARATH^Q:6-182,H:556-614^51.667%ID^E:1.19e-07^RecName: Full=Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN7738_c1_g1	.
TRINITY_DN2466_c0_g1	.
TRINITY_DN8151_c0_g1	"DBR_TOBAC^DBR_TOBAC^Q:91-1104,H:7-343^69.912%ID^E:9.64e-173^RecName: Full=2-alkenal reductase (NADP(+)-dependent);^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana"
TRINITY_DN7101_c0_g1	"KIRO_ACTDE^KIRO_ACTDE^Q:867-418,H:1-150^64%ID^E:2.89e-58^RecName: Full=Kirola {ECO:0000303|PubMed:21309790};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Actinidiaceae; Actinidia"
TRINITY_DN7868_c0_g1	"GAST1_SOLLC^GAST1_SOLLC^Q:310-525,H:41-112^79.167%ID^E:1.22e-35^RecName: Full=Protein GAST1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon"
TRINITY_DN9157_c4_g1	"DNJ63_ARATH^DNJ63_ARATH^Q:1564-431,H:193-572^59.843%ID^E:8.34e-148^RecName: Full=DnaJ protein ERDJ3A;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`DNJ63_ARATH^DNJ63_ARATH^Q:2077-1835,H:22-102^82.716%ID^E:8.91e-37^RecName: Full=DnaJ protein ERDJ3A;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8050_c2_g1	"GLPT1_ARATH^GLPT1_ARATH^Q:117-1637,H:1-504^73.242%ID^E:0^RecName: Full=Putative glycerol-3-phosphate transporter 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8767_c4_g1	"KDEL1_HUMAN^KDEL1_HUMAN^Q:437-102,H:364-473^30.357%ID^E:1.06e-09^RecName: Full=KDEL motif-containing protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"
TRINITY_DN5975_c4_g3	.
TRINITY_DN3922_c0_g1	"NO93_SOYBN^NO93_SOYBN^Q:502-182,H:1-103^80.374%ID^E:3.5e-39^RecName: Full=Early nodulin-93;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja"
TRINITY_DN6814_c0_g1	"AX22D_VIGRR^AX22D_VIGRR^Q:220-5,H:1-72^48.684%ID^E:2.37e-11^RecName: Full=Auxin-induced protein 22D;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Vigna"
TRINITY_DN7058_c3_g1	"IDD2_ARATH^IDD2_ARATH^Q:3-359,H:79-197^90.756%ID^E:2.84e-65^RecName: Full=Protein indeterminate-domain 2 {ECO:0000303|PubMed:16784536};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN8815_c2_g1	.
TRINITY_DN11099_c0_g1	"FLOT1_MEDTR^FLOT1_MEDTR^Q:1615-185,H:2-478^68.201%ID^E:0^RecName: Full=Flotillin-like protein 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago"
TRINITY_DN7765_c2_g1	.
TRINITY_DN9471_c6_g1	"DNJ11_ARATH^DNJ11_ARATH^Q:634-323,H:64-161^60%ID^E:2.35e-35^RecName: Full=Chaperone protein dnaJ 11, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
TRINITY_DN5859_c3_g1	"JGB_ARATH^JGB_ARATH^Q:396-1292,H:138-418^42.384%ID^E:1.65e-68^RecName: Full=Protein JINGUBANG {ECO:0000303|PubMed:27468890};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
